SiteID,ParamName,ParamDescription,variable,Unit,value
5574,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,3.2
5574,LFP length,Length of longest flow path,LFPLENGTH,miles,48.4
5574,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-105.145901
5574,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,5070
5574,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,5068
5574,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,24.86
5574,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,70.47
5574,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.43
5574,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,9.5
5574,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,23
5574,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,27.6
5574,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,30.2
5574,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,15.99
5574,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,1.4
5574,Time of concentration in hours,Time of concentration in hours,TOC,hours,11.12
5577,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,31
5577,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,167.1
5577,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,152
5577,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,72
5577,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,8658
5577,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,13500
5577,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4.9
5577,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.89
5577,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,3.01
5577,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.18
5577,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,40.027063
5577,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,4.1
5577,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0.1
5577,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,9
5577,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,57.7
5577,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,12.7
5577,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,10.9
5577,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,7.9
5577,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,6.1
5577,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.7
5577,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,1.7
5577,LFP length,Length of longest flow path,LFPLENGTH,miles,36
5577,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-105.22414
5577,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,5190
5577,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,5193
5577,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,26.05
5577,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,70.39
5577,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.43
5577,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,11.8
5577,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,21.8
5577,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,26
5577,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,28.8
5577,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,14.44
5577,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.9
5577,Time of concentration in hours,Time of concentration in hours,TOC,hours,8.35
5580,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,34
5580,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,190.4
5580,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,41.2
5580,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
5580,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,10122
5580,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,13400
5580,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4.64
5580,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.8
5580,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.69
5580,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.13
5580,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,39.980618
5580,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,8
5580,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0
5580,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,2.6
5580,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,53.9
5580,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,16.3
5580,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,3.7
5580,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,1.7
5580,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,14.5
5580,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,1.1
5580,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,1.6
5580,LFP length,Length of longest flow path,LFPLENGTH,miles,18.5
5580,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-105.454593
5580,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,7750
5580,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,7749
5580,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,31.72
5580,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,70.46
5580,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.41
5580,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,19.3
5580,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,10.5
5580,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,32.3
5580,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,15.3
5580,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,13.34
5580,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,1.6
5580,Time of concentration in hours,Time of concentration in hours,TOC,hours,4.67
9240,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,30
9240,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,296.6
9240,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,55.2
9240,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,98
9240,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,9325
9240,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12500
9240,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4
9240,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.99
9240,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,3.06
9240,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.17
9240,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,37.353694
9240,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,0.1
9240,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0
9240,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0
9240,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,83.4
9240,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,4.2
9240,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,0.7
9240,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,0.3
9240,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
9240,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0
9240,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,0
9240,LFP length,Length of longest flow path,LFPLENGTH,miles,12.8
9240,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-107.324692
9240,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,7080
9240,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,7083
9240,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,30.73
9240,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,70.93
9240,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.48
9240,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0
9240,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,0.0788
9240,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,83.8
9240,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,0.87
9240,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,28.18
9240,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0
9240,Time of concentration in hours,Time of concentration in hours,TOC,hours,3.67
9245,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,18
9245,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,60.6
9245,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,107
9245,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,57
9245,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,7591
9245,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,11000
9245,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.58
9245,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.74
9245,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.94
9245,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.11
9245,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,37.172585
9245,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,0
9245,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0.9
9245,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,2.6
9245,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,47.8
9245,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,11.6
9245,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,6.6
9245,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,33.5
9245,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
9245,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.7
9245,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,2
9245,LFP length,Length of longest flow path,LFPLENGTH,miles,31.7
9245,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-107.295254
9245,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,6530
9245,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,6531
9245,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,22.56
9245,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,77.8
9245,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.39
9245,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0
9245,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,0.9
9245,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,41.3
9245,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,52.8
9245,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,32.96
9245,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.7
9245,Time of concentration in hours,Time of concentration in hours,TOC,hours,8.03
9274,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,40
9274,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,158.2
9274,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,45.1
9274,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
9274,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,9853
9274,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12700
9274,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4.42
9274,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,2.16
9274,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.93
9274,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.2
9274,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,37.455866
9274,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,3.2
9274,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,1.8
9274,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0
9274,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,62.8
9274,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,17.1
9274,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,0.8
9274,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,1.8
9274,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
9274,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,1.1
9274,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,3.4
9274,LFP length,Length of longest flow path,LFPLENGTH,miles,19.2
9274,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-107.198755
9274,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,7780
9274,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,7778
9274,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,33.26
9274,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,62.86
9274,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.43
9274,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,13.9
9274,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,1.33
9274,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,31
9274,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,8.41
9274,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,19.37
9274,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,1.3
9274,Time of concentration in hours,Time of concentration in hours,TOC,hours,5.43
9372,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,57
9372,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,193.9
9372,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,80.5
9372,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
9372,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,11267
9372,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,14100
9372,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4.1
9372,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,2.14
9372,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.75
9372,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.18
9372,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,37.47402
9372,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,25.5
9372,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0
9372,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0
9372,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,44.3
9372,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,26.8
9372,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,0
9372,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,0
9372,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
9372,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.4
9372,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,1.5
9372,LFP length,Length of longest flow path,LFPLENGTH,miles,20.7
9372,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-107.546639
9372,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,7880
9372,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,7877
9372,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,39.25
9372,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,74.9
9372,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.36
9372,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,6.86
9372,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,12.4
9372,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,23.5
9372,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,44.1
9372,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,16.38
9372,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.6
9372,Time of concentration in hours,Time of concentration in hours,TOC,hours,3.49
9717,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,22
9717,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,
9717,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,115
9717,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,80
9717,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,8793
9717,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,
9717,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,
9717,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,
9717,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,
9717,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,
9717,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,37.304255
9717,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,
9717,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,
9717,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,
9717,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,
9717,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,
9717,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,
9717,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,
9717,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,
9717,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,
9717,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,
9717,LFP length,Length of longest flow path,LFPLENGTH,miles,26.7
9717,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-108.35814
9717,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,
9717,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,6595
9717,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,
9717,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,
9717,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,
9717,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,
9717,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,
9717,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,
9717,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,
9717,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,
9717,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,
9717,Time of concentration in hours,Time of concentration in hours,TOC,hours,
9853,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,42
