SiteID,ParamName,variable,ParamDescription,value,ParamGroup
9274,September Mean Flow,Q9,Mean September Flow,16.2,Monthly Flow Statistics
9372,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1150,Peak-Flow Statistics
9372,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,2360,Peak-Flow Statistics
9372,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,489,Peak-Flow Statistics
9372,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,2650,Peak-Flow Statistics
9372,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1630,Peak-Flow Statistics
9372,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,852,Peak-Flow Statistics
9372,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1960,Peak-Flow Statistics
9372,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,3420,Peak-Flow Statistics
9372,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,957,Flood-Volume Statistics
9372,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,572,Flood-Volume Statistics
9372,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,1180,Flood-Volume Statistics
9372,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,9.57,Low-Flow Statistics
9372,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,16.5,Low-Flow Statistics
9372,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,8.98,Low-Flow Statistics
9372,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,350,Flow-Duration Statistics
9372,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,113,Flow-Duration Statistics
9372,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,38.4,Flow-Duration Statistics
9372,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,21.1,Flow-Duration Statistics
9372,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,15,Flow-Duration Statistics
9372,Mean Annual Flow,QA,Mean Annual Flow,130,Annual Flow Statistics
9372,April Mean Flow,Q4,Mean April Flow,129,Monthly Flow Statistics
9372,August Mean Flow,Q8,Mean August Flow,78.2,Monthly Flow Statistics
9372,December Mean Flow,Q12,Mean December Flow,26.2,Monthly Flow Statistics
9372,February Mean Flow,Q2,Mean February Flow,23.6,Monthly Flow Statistics
9372,January Mean Flow,Q1,Mean January Flow,22.8,Monthly Flow Statistics
9372,July Mean Flow,Q7,Mean July Flow,178,Monthly Flow Statistics
9372,June Mean Flow,Q6,Mean June Flow,530,Monthly Flow Statistics
9372,March Mean Flow,Q3,Mean March Flow,31.2,Monthly Flow Statistics
9372,May Mean Flow,Q5,Mean May Flow,355,Monthly Flow Statistics
9372,November Mean Flow,Q11,Mean November Flow,37.6,Monthly Flow Statistics
9372,October Mean Flow,Q10,Mean October Flow,51.5,Monthly Flow Statistics
9372,September Mean Flow,Q9,Mean September Flow,70.8,Monthly Flow Statistics
9717,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1500,Peak-Flow Statistics
9717,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,3130,Peak-Flow Statistics
9717,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,627,Peak-Flow Statistics
9717,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,3530,Peak-Flow Statistics
9717,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,2140,Peak-Flow Statistics
9717,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,1110,Peak-Flow Statistics
9717,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,2580,Peak-Flow Statistics
9717,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,4570,Peak-Flow Statistics
9717,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,581,Flood-Volume Statistics
9717,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,283,Flood-Volume Statistics
9717,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,810,Flood-Volume Statistics
9717,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,3.26,Low-Flow Statistics
9717,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,4.71,Low-Flow Statistics
9717,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,2.08,Low-Flow Statistics
9717,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,139,Flow-Duration Statistics
9717,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,50.9,Flow-Duration Statistics
9717,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,19.6,Flow-Duration Statistics
9717,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,9.64,Flow-Duration Statistics
9717,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,5.3,Flow-Duration Statistics
9717,Mean Annual Flow,QA,Mean Annual Flow,65.1,Annual Flow Statistics
9717,April Mean Flow,Q4,Mean April Flow,66.7,Monthly Flow Statistics
9717,August Mean Flow,Q8,Mean August Flow,40,Monthly Flow Statistics
9717,December Mean Flow,Q12,Mean December Flow,15.7,Monthly Flow Statistics
9717,February Mean Flow,Q2,Mean February Flow,15.9,Monthly Flow Statistics
9717,January Mean Flow,Q1,Mean January Flow,14.2,Monthly Flow Statistics
9717,July Mean Flow,Q7,Mean July Flow,72.7,Monthly Flow Statistics
9717,June Mean Flow,Q6,Mean June Flow,178,Monthly Flow Statistics
9717,March Mean Flow,Q3,Mean March Flow,21.6,Monthly Flow Statistics
9717,May Mean Flow,Q5,Mean May Flow,148,Monthly Flow Statistics
9717,November Mean Flow,Q11,Mean November Flow,20.2,Monthly Flow Statistics
9717,October Mean Flow,Q10,Mean October Flow,27.5,Monthly Flow Statistics
9717,September Mean Flow,Q9,Mean September Flow,15.6,Monthly Flow Statistics
9853,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1130,Peak-Flow Statistics
9853,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,2310,Peak-Flow Statistics
9853,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,477,Peak-Flow Statistics
9853,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,2590,Peak-Flow Statistics
9853,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1590,Peak-Flow Statistics
9853,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,832,Peak-Flow Statistics
9853,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1920,Peak-Flow Statistics
9853,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,3340,Peak-Flow Statistics
9853,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,924,Flood-Volume Statistics
9853,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,550,Flood-Volume Statistics
9853,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,1140,Flood-Volume Statistics
9853,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,6.2,Low-Flow Statistics
9853,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,9.81,Low-Flow Statistics
9853,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,4.55,Low-Flow Statistics
9853,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,337,Flow-Duration Statistics
9853,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,109,Flow-Duration Statistics
9853,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,37,Flow-Duration Statistics
9853,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,20.3,Flow-Duration Statistics
9853,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,14.4,Flow-Duration Statistics
9853,Mean Annual Flow,QA,Mean Annual Flow,125,Annual Flow Statistics
9853,April Mean Flow,Q4,Mean April Flow,124,Monthly Flow Statistics
9853,August Mean Flow,Q8,Mean August Flow,75.4,Monthly Flow Statistics
9853,December Mean Flow,Q12,Mean December Flow,25.3,Monthly Flow Statistics
9853,February Mean Flow,Q2,Mean February Flow,22.7,Monthly Flow Statistics
9853,January Mean Flow,Q1,Mean January Flow,22,Monthly Flow Statistics
9853,July Mean Flow,Q7,Mean July Flow,172,Monthly Flow Statistics
9853,June Mean Flow,Q6,Mean June Flow,509,Monthly Flow Statistics
9853,March Mean Flow,Q3,Mean March Flow,30,Monthly Flow Statistics
9853,May Mean Flow,Q5,Mean May Flow,341,Monthly Flow Statistics
9853,November Mean Flow,Q11,Mean November Flow,36.3,Monthly Flow Statistics
9853,October Mean Flow,Q10,Mean October Flow,49.5,Monthly Flow Statistics
9853,September Mean Flow,Q9,Mean September Flow,68.1,Monthly Flow Statistics
9862,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1260,Peak-Flow Statistics
9862,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,2580,Peak-Flow Statistics
9862,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,536,Peak-Flow Statistics
9862,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,2890,Peak-Flow Statistics
9862,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1780,Peak-Flow Statistics
9862,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,933,Peak-Flow Statistics
9862,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,2140,Peak-Flow Statistics
9862,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,3730,Peak-Flow Statistics
9862,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,811,Flood-Volume Statistics
9862,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,451,Flood-Volume Statistics
9862,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,1040,Flood-Volume Statistics
9862,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,4.87,Low-Flow Statistics
9862,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,7.44,Low-Flow Statistics
9862,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,3.23,Low-Flow Statistics
9862,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,255,Flow-Duration Statistics
9862,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,86.3,Flow-Duration Statistics
9862,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,30.6,Flow-Duration Statistics
9862,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,16.2,Flow-Duration Statistics
9862,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,10.5,Flow-Duration Statistics
9862,Mean Annual Flow,QA,Mean Annual Flow,103,Annual Flow Statistics
9862,April Mean Flow,Q4,Mean April Flow,104,Monthly Flow Statistics
9862,August Mean Flow,Q8,Mean August Flow,62.3,Monthly Flow Statistics
9862,December Mean Flow,Q12,Mean December Flow,22.1,Monthly Flow Statistics
9862,February Mean Flow,Q2,Mean February Flow,20.7,Monthly Flow Statistics
9862,January Mean Flow,Q1,Mean January Flow,19.5,Monthly Flow Statistics
9862,July Mean Flow,Q7,Mean July Flow,131,Monthly Flow Statistics
9862,June Mean Flow,Q6,Mean June Flow,364,Monthly Flow Statistics
9862,March Mean Flow,Q3,Mean March Flow,27.8,Monthly Flow Statistics
9862,May Mean Flow,Q5,Mean May Flow,263,Monthly Flow Statistics
9862,November Mean Flow,Q11,Mean November Flow,30.4,Monthly Flow Statistics
9862,October Mean Flow,Q10,Mean October Flow,41.7,Monthly Flow Statistics
9862,September Mean Flow,Q9,Mean September Flow,41.7,Monthly Flow Statistics
